Episodio,Epoch,Recompensa,Epsilon
1,1,17,1.0
2,1,19,1.0
3,1,20,1.0
4,1,20,1.0
5,1,10,1.0
6,1,50,1.0
7,1,20,1.0
8,1,8,1.0
9,1,10,1.0
10,1,20,1.0
11,1,10,1.0
12,1,9,1.0
13,1,30,1.0
14,1,9,1.0
15,1,17,1.0
16,1,-11,1.0
17,1,49,1.0
18,1,9,1.0
19,1,-10,1.0
20,1,0,1.0
21,2,29,0.995
22,2,9,0.995
23,2,10,0.995
24,2,9,0.995
25,2,18,0.995
26,2,15,0.995
27,2,28,0.995
28,2,29,0.995
29,2,-20,0.995
30,2,0,0.995
31,2,10,0.995
32,2,-20,0.995
33,2,19,0.995
34,2,-30,0.995
35,2,39,0.995
36,2,8,0.995
37,2,19,0.995
38,2,18,0.995
39,2,-11,0.995
40,2,-13,0.995
41,3,37,0.990025
42,3,19,0.990025
43,3,20,0.990025
44,3,20,0.990025
45,3,0,0.990025
46,3,0,0.990025
47,3,50,0.990025
48,3,39,0.990025
49,3,19,0.990025
50,3,7,0.990025
51,3,30,0.990025
52,3,40,0.990025
53,3,29,0.990025
54,3,20,0.990025
55,3,-1,0.990025
56,3,40,0.990025
57,3,9,0.990025
58,3,40,0.990025
59,3,50,0.990025
60,3,29,0.990025
61,4,39,0.985074875
62,4,19,0.985074875
63,4,8,0.985074875
64,4,40,0.985074875
65,4,60,0.985074875
66,4,27,0.985074875
67,4,0,0.985074875
68,4,15,0.985074875
69,4,10,0.985074875
70,4,29,0.985074875
71,4,39,0.985074875
72,4,19,0.985074875
73,4,38,0.985074875
74,4,18,0.985074875
75,4,-30,0.985074875
76,4,8,0.985074875
77,4,17,0.985074875
78,4,28,0.985074875
79,4,-1,0.985074875
80,4,20,0.985074875
81,5,38,0.9801495006250001
82,5,10,0.9801495006250001
83,5,-20,0.9801495006250001
84,5,9,0.9801495006250001
85,5,10,0.9801495006250001
86,5,40,0.9801495006250001
87,5,9,0.9801495006250001
88,5,39,0.9801495006250001
89,5,26,0.9801495006250001
90,5,20,0.9801495006250001
91,5,20,0.9801495006250001
92,5,39,0.9801495006250001
93,5,29,0.9801495006250001
94,5,10,0.9801495006250001
