Epoch,Episodio,Agente,Acción,Board,Reward,RewardAcum
1,1,X,4,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",0,0
1,1,X,8,"[' ', ' ', ' ', ' ', 'X', ' ', 'O', ' ', 'X']",-100,-100
1,1,X,2,"[' ', ' ', 'X', ' ', 'X', 'O', 'O', ' ', 'X']",0,-100
1,1,X,7,"[' ', 'O', 'X', ' ', 'X', 'O', 'O', 'X', 'X']",0,-100
1,1,X,0,"['X', 'O', 'X', 'O', 'X', 'O', 'O', 'X', 'X']",0,-100
1,2,O,3,"[' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ', ' ']",0,0
1,2,O,6,"['X', ' ', ' ', 'O', ' ', ' ', 'O', ' ', ' ']",0,0
1,2,O,1,"['X', 'O', ' ', 'O', 'X', ' ', 'O', ' ', ' ']",0,0
1,2,O,5,"['X', 'O', 'X', 'O', 'X', 'O', 'O', ' ', ' ']",100,100
1,3,X,5,"[' ', ' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ']",-100,-100
1,3,X,4,"[' ', ' ', ' ', ' ', 'X', 'X', ' ', ' ', 'O']",0,-100
1,3,X,1,"[' ', 'X', 'O', ' ', 'X', 'X', ' ', ' ', 'O']",0,-100
1,3,X,3,"[' ', 'X', 'O', 'X', 'X', 'X', ' ', 'O', 'O']",0,-100
1,4,O,3,"[' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ', ' ']",0,0
1,4,O,1,"[' ', 'O', ' ', 'O', ' ', ' ', ' ', 'X', ' ']",0,0
1,4,O,4,"[' ', 'O', ' ', 'O', 'O', 'X', ' ', 'X', ' ']",-100,-100
1,4,O,6,"[' ', 'O', 'X', 'O', 'O', 'X', 'O', 'X', ' ']",0,-100
1,5,X,4,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",-100,-100
1,5,X,5,"[' ', 'O', ' ', ' ', 'X', 'X', ' ', ' ', ' ']",0,-100
1,5,X,0,"['X', 'O', ' ', 'O', 'X', 'X', ' ', ' ', ' ']",0,-100
1,5,X,6,"['X', 'O', ' ', 'O', 'X', 'X', 'X', ' ', 'O']",0,-100
1,5,X,2,"['X', 'O', 'X', 'O', 'X', 'X', 'X', 'O', 'O']",0,-100
1,6,O,3,"[' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ', ' ']",0,0
