Epoch,Episodio,Agente,Acción,Board,Reward,RewardAcum,LLM_Fallback
1,1,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0,True
1,1,X,2,"['X', ' ', 'X', ' ', ' ', 'O', ' ', ' ', ' ']",0.0,0.0,True
1,1,X,7,"['X', ' ', 'X', ' ', ' ', 'O', ' ', 'X', 'O']",0.0,0.0,True
1,1,X,3,"['X', 'O', 'X', 'X', ' ', 'O', ' ', 'X', 'O']",0.0,0.0,True
1,1,X,6,"['X', 'O', 'X', 'X', 'O', 'O', 'X', 'X', 'O']",0.0,0.0,True
1,2,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0,True
1,2,O,7,"['O', ' ', ' ', ' ', 'X', ' ', ' ', 'O', ' ']",0.0,0.0,True
1,2,O,5,"['O', ' ', ' ', ' ', 'X', 'O', 'X', 'O', ' ']",0.0,0.0,True
1,2,O,1,"['O', 'O', ' ', 'X', 'X', 'O', 'X', 'O', ' ']",0.0,0.0,True
1,3,X,5,"[' ', ' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,0.0,True
1,3,X,8,"[' ', ' ', ' ', ' ', 'O', 'X', ' ', ' ', 'X']",0.0,0.0,True
1,3,X,6,"[' ', ' ', 'O', ' ', 'O', 'X', 'X', ' ', 'X']",0.0,0.0,True
1,3,X,3,"['O', ' ', 'O', 'X', 'O', 'X', 'X', ' ', 'X']",0.0,0.0,True
1,3,X,1,"['O', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'X']",0.0,0.0,True
1,4,O,6,"[' ', ' ', ' ', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0,True
1,4,O,8,"[' ', 'X', ' ', ' ', ' ', ' ', 'O', ' ', 'O']",0.0,0.0,True
1,4,O,3,"[' ', 'X', ' ', 'O', ' ', ' ', 'O', 'X', 'O']",0.0,0.0,True
1,4,O,0,"['O', 'X', 'X', 'O', ' ', ' ', 'O', 'X', 'O']",0.0,0.0,True
1,5,X,4,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0,True
1,5,X,8,"[' ', 'O', ' ', ' ', 'X', ' ', ' ', ' ', 'X']",0.0,0.0,True
1,5,X,6,"['O', 'O', ' ', ' ', 'X', ' ', 'X', ' ', 'X']",0.0,0.0,True
1,5,X,3,"['O', 'O', ' ', 'X', 'X', 'O', 'X', ' ', 'X']",0.0,0.0,True
